,jobtitle,company,city,location,salarytxt,paybase,summary
7048,software design/development - cipher - 1417,Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,rank as a research engineer ii / research scientist ii. rank as a senior research engineer i / senior research scientist i....
7049,"full-stack s/w, data analysis, machine learning, senior level – eosl - 1420",Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,are you interested in a work environment where you can explore your expertise to solve difficult problems and help mentor the next generation of scientists and...
7050,medical laboratory technician (ltach),Select Medical Corporation,Atlanta,"Atlanta, GA 30308 (Old Fourth Ward area)",NaN,NaN,requires completion from a school for medical technologist (clinical laboratory scientist) or medical laboratory technician (clinical laboratory technician...
7051,application design engineer,Solvay,Atlanta,"Alpharetta, GA",NaN,NaN,"collect, organize data and communicate to research scientists. provide experimental observations and preliminary data and analysis to research scientists...."
7052,medical technologist - part-time 11a-9p mwf - northpoint/forsyth urgent cares,Children's Healthcare of Atlanta,Atlanta,"Alpharetta, GA 30022",NaN,NaN,maintains records and analyzes quality control data to make judgments concerning results and takes appropriate action to maintain accuracy and precision....
7053,senior accounting policy and research analyst,firstPRO Inc.,Atlanta,"Duluth, GA",NaN,NaN,are you a go getter? are you an enthusiastic person that would enjoy kicking off a project and getting other people motivated? our client needs someone who
7054,automation engineer,Agile,Atlanta,"Sandy Springs, GA",NaN,NaN,"founded and developed by data scientists and aerospace engineers,they have one critical mission:. our client iscoding the future of commerce with a leading..."
7055,medical technologist - prn - egleston core lab,Children's Healthcare of Atlanta,Atlanta,"Atlanta, GA 30322",NaN,NaN,"performs, records and analyzes qc data; certification as a medical technologist or medical laboratory scientist (ascp or equivalent) or the technologist..."
7056,senior scientist-ecology/environmental,Atkins,Atlanta,"Atlanta, GA 30328",NaN,NaN,"this level may be achieved by scientists with minimum seven years' experience since bachelor's degree, or six years' experience with master's degree;..."
7057,e2e integration architect-ooa/ood soa java background-machine learning-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"this requires people who can build insight, data science, driven applications that integrate data in batch and real-time from multiple sources and then deliver..."
7058,ew model developer & analyst (senior/principal research engineer/scientist) eosl-1370,Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,"responsibilities include developing algorithms and solutions for radar signal processing, waveform/resource management, and for tracking and data fusion in..."
7059,"pharmaceutical sales specialist -- hospital cardiovascular- atlanta, ga -- 1450092314",AstraZeneca,Atlanta,"Atlanta, GA",NaN,NaN,"experience working with medical information scientists (mis). you will provide timely and administrative management of work hours, sales data, customer..."
7060,data science instructor associate,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"you are eager to shape the skills, minds, and careers of the newest generation of data scientists. we also cover all sorts of other things that junior data..."
7061,part time data science instructor,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"python, machine learning, probability, statistics, manipulation of large data sets, data visualization techniques. data science instructor overview...."
7062,strategy & innovation senior manager - digital supply analytics leader-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"ability to work with big data / data quality / data engineering teams will be key to success. hands on delivery experience as a data scientist, technical..."
7063,"senior transportation / traffic engineer | alpharetta, ga","Gresham, Smith and Partners.",Atlanta,"Alpharetta, GA 30009",NaN,NaN,"perform traffic data collection/compilation program; conducting spatial analysis based on roadway network data to solve routing, area of influence and facility..."
7064,"data analyst, predictive modeling",Target MarkeTeam,Atlanta,"Atlanta, GA",NaN,NaN,the data analyst will work with client data to create/implement statistical predictive/prescriptive. manage/manipulate large data sets efficiently while keeping...
7065,sr. data engineer,"eHire, LLC",Atlanta,"Atlanta, GA 30326 (Buckhead area)",NaN,NaN,work with data owners and data suppliers to understand the types of data collected in various databases and data warehouses and define the strategies to bring...
7066,data & analytics technical architect,HUNTER Technical Resources,Atlanta,"Sandy Springs, GA",NaN,NaN,collaborate with data scientist team to deliver on new business initiatives and platform enhancements. data & analytics technical architect....
7067,e2e integration architect-ooa/ood soa java background-machine learning-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"this requires people who can build insight, data science, driven applications that integrate data in batch and real-time from multiple sources and then deliver..."
7068,ew model developer & analyst (senior/principal research engineer/scientist) eosl-1370,Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,"responsibilities include developing algorithms and solutions for radar signal processing, waveform/resource management, and for tracking and data fusion in..."
7069,"pharmaceutical sales specialist -- hospital cardiovascular- atlanta, ga -- 1450092314",AstraZeneca,Atlanta,"Atlanta, GA",NaN,NaN,"experience working with medical information scientists (mis). you will provide timely and administrative management of work hours, sales data, customer..."
7070,data science instructor associate,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"you are eager to shape the skills, minds, and careers of the newest generation of data scientists. we also cover all sorts of other things that junior data..."
7071,part time data science instructor,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"python, machine learning, probability, statistics, manipulation of large data sets, data visualization techniques. data science instructor overview...."
7072,strategy & innovation senior manager - digital supply analytics leader-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"ability to work with big data / data quality / data engineering teams will be key to success. hands on delivery experience as a data scientist, technical..."
7073,"senior transportation / traffic engineer | alpharetta, ga","Gresham, Smith and Partners.",Atlanta,"Alpharetta, GA 30009",NaN,NaN,"perform traffic data collection/compilation program; conducting spatial analysis based on roadway network data to solve routing, area of influence and facility..."
7074,"data analyst, predictive modeling",Target MarkeTeam,Atlanta,"Atlanta, GA",NaN,NaN,the data analyst will work with client data to create/implement statistical predictive/prescriptive. manage/manipulate large data sets efficiently while keeping...
7075,sr. data engineer,"eHire, LLC",Atlanta,"Atlanta, GA 30326 (Buckhead area)",NaN,NaN,work with data owners and data suppliers to understand the types of data collected in various databases and data warehouses and define the strategies to bring...
7076,data & analytics technical architect,HUNTER Technical Resources,Atlanta,"Sandy Springs, GA",NaN,NaN,collaborate with data scientist team to deliver on new business initiatives and platform enhancements. data & analytics technical architect....
7077,e2e integration architect-ooa/ood soa java background-machine learning-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"this requires people who can build insight, data science, driven applications that integrate data in batch and real-time from multiple sources and then deliver..."
7078,ew model developer & analyst (senior/principal research engineer/scientist) eosl-1370,Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,"responsibilities include developing algorithms and solutions for radar signal processing, waveform/resource management, and for tracking and data fusion in..."
7079,"pharmaceutical sales specialist -- hospital cardiovascular- atlanta, ga -- 1450092314",AstraZeneca,Atlanta,"Atlanta, GA",NaN,NaN,"experience working with medical information scientists (mis). you will provide timely and administrative management of work hours, sales data, customer..."
7080,data science instructor associate,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"you are eager to shape the skills, minds, and careers of the newest generation of data scientists. we also cover all sorts of other things that junior data..."
7081,part time data science instructor,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"python, machine learning, probability, statistics, manipulation of large data sets, data visualization techniques. data science instructor overview...."
7082,strategy & innovation senior manager - digital supply analytics leader-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"ability to work with big data / data quality / data engineering teams will be key to success. hands on delivery experience as a data scientist, technical..."
7083,"senior transportation / traffic engineer | alpharetta, ga","Gresham, Smith and Partners.",Atlanta,"Alpharetta, GA 30009",NaN,NaN,"perform traffic data collection/compilation program; conducting spatial analysis based on roadway network data to solve routing, area of influence and facility..."
7084,"data analyst, predictive modeling",Target MarkeTeam,Atlanta,"Atlanta, GA",NaN,NaN,the data analyst will work with client data to create/implement statistical predictive/prescriptive. manage/manipulate large data sets efficiently while keeping...
7085,sr. data engineer,"eHire, LLC",Atlanta,"Atlanta, GA 30326 (Buckhead area)",NaN,NaN,work with data owners and data suppliers to understand the types of data collected in various databases and data warehouses and define the strategies to bring...
7086,data & analytics technical architect,HUNTER Technical Resources,Atlanta,"Sandy Springs, GA",NaN,NaN,collaborate with data scientist team to deliver on new business initiatives and platform enhancements. data & analytics technical architect....
7087,e2e integration architect-ooa/ood soa java background-machine learning-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"this requires people who can build insight, data science, driven applications that integrate data in batch and real-time from multiple sources and then deliver..."
7088,ew model developer & analyst (senior/principal research engineer/scientist) eosl-1370,Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,"responsibilities include developing algorithms and solutions for radar signal processing, waveform/resource management, and for tracking and data fusion in..."
7089,"pharmaceutical sales specialist -- hospital cardiovascular- atlanta, ga -- 1450092314",AstraZeneca,Atlanta,"Atlanta, GA",NaN,NaN,"experience working with medical information scientists (mis). you will provide timely and administrative management of work hours, sales data, customer..."
7090,data science instructor associate,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"you are eager to shape the skills, minds, and careers of the newest generation of data scientists. we also cover all sorts of other things that junior data..."
7091,part time data science instructor,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"python, machine learning, probability, statistics, manipulation of large data sets, data visualization techniques. data science instructor overview...."
7092,strategy & innovation senior manager - digital supply analytics leader-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"ability to work with big data / data quality / data engineering teams will be key to success. hands on delivery experience as a data scientist, technical..."
7093,"senior transportation / traffic engineer | alpharetta, ga","Gresham, Smith and Partners.",Atlanta,"Alpharetta, GA 30009",NaN,NaN,"perform traffic data collection/compilation program; conducting spatial analysis based on roadway network data to solve routing, area of influence and facility..."
7094,"data analyst, predictive modeling",Target MarkeTeam,Atlanta,"Atlanta, GA",NaN,NaN,the data analyst will work with client data to create/implement statistical predictive/prescriptive. manage/manipulate large data sets efficiently while keeping...
7095,sr. data engineer,"eHire, LLC",Atlanta,"Atlanta, GA 30326 (Buckhead area)",NaN,NaN,work with data owners and data suppliers to understand the types of data collected in various databases and data warehouses and define the strategies to bring...
7096,data & analytics technical architect,HUNTER Technical Resources,Atlanta,"Sandy Springs, GA",NaN,NaN,collaborate with data scientist team to deliver on new business initiatives and platform enhancements. data & analytics technical architect....
7097,e2e integration architect-ooa/ood soa java background-machine learning-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"this requires people who can build insight, data science, driven applications that integrate data in batch and real-time from multiple sources and then deliver..."
7098,ew model developer & analyst (senior/principal research engineer/scientist) eosl-1370,Georgia Tech Research Institute,Atlanta,"Atlanta, GA 30318 (Rockdale area)",NaN,NaN,"responsibilities include developing algorithms and solutions for radar signal processing, waveform/resource management, and for tracking and data fusion in..."
7099,"pharmaceutical sales specialist -- hospital cardiovascular- atlanta, ga -- 1450092314",AstraZeneca,Atlanta,"Atlanta, GA",NaN,NaN,"experience working with medical information scientists (mis). you will provide timely and administrative management of work hours, sales data, customer..."
7100,data science instructor associate,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"you are eager to shape the skills, minds, and careers of the newest generation of data scientists. we also cover all sorts of other things that junior data..."
7101,part time data science instructor,General Assembly,Atlanta,"Atlanta, GA",NaN,NaN,"python, machine learning, probability, statistics, manipulation of large data sets, data visualization techniques. data science instructor overview...."
7102,strategy & innovation senior manager - digital supply analytics leader-atlanta location,Capgemini,Atlanta,"Atlanta, GA",NaN,NaN,"ability to work with big data / data quality / data engineering teams will be key to success. hands on delivery experience as a data scientist, technical..."
7103,"senior transportation / traffic engineer | alpharetta, ga","Gresham, Smith and Partners.",Atlanta,"Alpharetta, GA 30009",NaN,NaN,"perform traffic data collection/compilation program; conducting spatial analysis based on roadway network data to solve routing, area of influence and facility..."
7104,"data analyst, predictive modeling",Target MarkeTeam,Atlanta,"Atlanta, GA",NaN,NaN,the data analyst will work with client data to create/implement statistical predictive/prescriptive. manage/manipulate large data sets efficiently while keeping...
7105,sr. data engineer,"eHire, LLC",Atlanta,"Atlanta, GA 30326 (Buckhead area)",NaN,NaN,work with data owners and data suppliers to understand the types of data collected in various databases and data warehouses and define the strategies to bring...
7106,data & analytics technical architect,HUNTER Technical Resources,Atlanta,"Sandy Springs, GA",NaN,NaN,collaborate with data scientist team to deliver on new business initiatives and platform enhancements. data & analytics technical architect....
7107,research associate,University of Texas at Dallas,Dallas,"Richardson, TX",55000.0,annual,the successful candidates will work collaboratively with a team of engineers and scientists to develop biomedical devices for eventual deployment as clinical...
7108,senior statistical analyst,Javelin Marketing Group,Dallas,"Irving, TX",NaN,NaN,0-3 years of work experience in marketing data analysis. ensure the timely and accurate delivery of data analytic results....
7109,business intel analyst i,Altice USA,Dallas,"Plano, TX",NaN,NaN,"a data scientist is somebody who is inquisitive, who can stare at data and spot trends, really wants to learn and bring change to an organization...."
7110,statistical data analyst,All-In Analytics,Dallas,"Dallas, TX",85000.0,annual,"demonstrated ability to use sql and sas to extract data from multiple data sources. actively participates in the development of data science tools to merge,..."
7111,research post doctoral fellow,Baylor Scott & White Health,Dallas,"Dallas, TX",NaN,NaN,"the position of research post doctoral fellow is designed to be a 3-5 year duration, with the goal of developing young scientists into independent investigators..."
7112,sr. data scientist,Caliber Home Loans,Dallas,"Coppell, TX 75019",NaN,NaN,"conducting data analysis, research and data modeling using structured and unstructured data. the data scientist will work on questions and projects across the..."
7113,data scientist/statistician (statistical modeling),S5 Stratos,Dallas,"Dallas, TX",NaN,NaN,"at s5, we are on a mission to make *advanced data science*. a publication or paper presentation in any renowned data science and machine learning conferences...."
7114,senior data analysis associate,Capital One,Dallas,"Plano, TX",NaN,NaN,"senior data analysis associate. analyze data analysis requests obtained from management to determine operational problems and define data modeling requirements,..."
7115,principal data scientist,Capital One,Dallas,"Plano, TX",NaN,NaN,"principal data scientist. writing software to clean and investigate large, messy data sets of numerical and textual data...."
7116,sr. data scientist,Wunderman,Dallas,"Dallas, TX",NaN,NaN,"manage and resolve the key data issues involving quality, consistency of data for analytical purposes. headquartered in new york, the agency brings together 7..."
7117,sr. data scientist,Wunderman,Dallas,"Dallas, TX",NaN,NaN,"manage and resolve the key data issues involving quality, consistency of data for analytical purposes. headquartered in new york, the agency brings together 7..."
7118,digital analytics manager,Wunderman,Dallas,"Dallas, TX",NaN,NaN,wunderman data management helps our clients realize the vision of data as a strategic business asset and a transformative marketing agent....
7119,sr. manager - data science,Capital One,Dallas,"Plano, TX",NaN,NaN,"manager - data science. writing software to clean and investigate large, messy data sets of numerical and textual data...."
7120,senior data scientist,"Ryan, LLC",Dallas,"Dallas, TX",NaN,NaN,"define the data requirements for specific business problems and identify sources of data in consultation with stakeholders (e.g., in-house data store/warehouse,..."
7121,data scientist contractor,Kaizen Analytix LLC,Dallas,"Plano, TX",NaN,NaN,"data scientist contractor*. responsible for following established best practices for data modeling within information areas across the enterprise, including..."
7122,statistical analyst,STATinMED Research,Dallas,"Plano, TX",NaN,NaN,"develop study statistical analysis plans, final reports, and powerpoint slide decks by providing statistical analyses of study data and prepare tables and data..."
7123,sr data science manager,McKesson,Dallas,"Carrollton, TX 75006",NaN,NaN,"design data strategies; the generics analytics, data science & operations team is seeking a data science associate to support data science initiatives...."
7124,data analyst (temporary),American Heart Association,Dallas,"Dallas, TX 75219 (Oak Lawn area)",NaN,NaN,+ steward the data by troubleshooting data quality. data analyst (temporary). the data analyst is responsible for providing and conducting analytics on...
7125,big data technical architect,DISYS,Dallas,"Plano, TX",NaN,NaN,creates user level diagrams and/or data definitions for data scientists and data engineers so that they can work with data sets. build data sets....
7126,global iscp demand planning statistical modeler,PepsiCo,Dallas,"Plano, TX",NaN,NaN,"prior work experience and exposure to business intelligence and data visualization tools will be a plus. pepsico operates a global supply chain that produces,..."
7127,big data technical architect,DISYS,Dallas,"Plano, TX",NaN,NaN,creates user level diagrams and/or data definitions for data scientists and data engineers so that they can work with data sets. build data sets....
7128,data management and analysis internship,"Essilor of America, Inc.",Dallas,"Dallas, TX",NaN,NaN,"as a member of data management and governance team, the individual will support it leads in driving adoption and adherence to data governance policies and data..."
7129,innovation engineer,Nokia,Dallas,"Plano, TX",NaN,NaN,"machine learning and big data analytics. serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new..."
7130,senior data engineer-presales,Pivotal Software,Dallas,"Dallas, TX",NaN,NaN,occasionally support pre-sales proof of concepts involving data science and data engineering solutions. the individual will interface directly with customers...
7131,research analyst intern (part-time),"DeWolff, Boberg & Associates",Dallas,"Dallas, TX",NaN,NaN,decipher and interpret large amounts of data to determine validity and accuracy. utilize internet search tools to conduct industry and market research to ensure...
7132,statistician i,Rent-A-Center,Dallas,"Plano, TX",NaN,NaN,"partner closely with members of the data warehouse team to deliver accurate and timely results. in this role, he/she will gather data from multiple internal..."
7133,research analyst i transplant,Baylor Scott & White Health,Dallas,"Dallas, TX",NaN,NaN,"i will collect and analyze data, create reports,. on-going assessments, assist in development and/or maintenance of data...."
7134,director of data science,Capital One,Dallas,"Plano, TX",NaN,NaN,"partnering across the enterprise to enable and share best practices and reusable and scalable tools and code for our data scientists, data engineers, and data..."
7135,principle clinical research scientist,ABBOTT LABORATORIES,Dallas,"Plano, TX",NaN,NaN,data integration across platforms and knowledge transfer from pre-clinical experiments to clinical trials. minimum qualification for this position is a master’s...
7136,"innovation technical data scientist, developer",Pioneer Natural Resources Company,Dallas,"Irving, TX",NaN,NaN,"work with approved subcontractors, consultants and/or national and private lab computer scientists. review and keep abreast of data science and data science..."
7137,hsc sr research scientist,Texas Tech Univ Health Sciences Ctr,Dallas,"Dallas-Fort Worth, TX",48000.0,monthly,assist with all aspects of data collection. contributes to the university's mission through research and service....
7138,statistician i,Rent-A-Center,Dallas,"Plano, TX",NaN,NaN,"partner closely with members of the data warehouse team to deliver accurate and timely results. in this role, he/she will gather data from multiple internal..."
7139,"lead data scientist, enterprise analytics","J.C. Penney Corporation, Inc.",Dallas,"Plano, TX",NaN,NaN,"conducting data analysis, research and data modeling using structured and unstructured data. using big data technology, you will be responsible for designing,..."
7140,statistical programmer,Exeter Finance LLC,Dallas,"Irving, TX 75039",NaN,NaN,ensure data accuracy by developing processes for identifying data anomalies or logical errors. prefer prior experience working with credit bureau data....
7141,statistical programmer - junior,STATinMED Research,Dallas,"Plano, TX",NaN,NaN,"evaluate existing data collection/reporting systems and recommend methods for data collection, analysis, and reporting on new projects...."
7142,scientific programmer ii,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,contributes to the formulation of data models. redesigns the logic of codes written by other programmers and scientists....
7143,part-time receptionist,Wunderman,Dallas,"Dallas, TX",NaN,NaN,"headquartered in new york, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets...."
7144,"innovation technical data scientist, developer",Pioneer Natural Resources Company,Dallas,"Irving, TX",NaN,NaN,"work with approved subcontractors, consultants and/or national and private lab computer scientists. review and keep abreast of data science and data science..."
7145,quantitative analyst ii,Nationstar Mortgage,Dallas,"Lewisville, TX",NaN,NaN,data mine a large population of data to help identify relevant information and build scripts to consolidate operational reporting elements....
7146,"director, data architecture",Medecision,Dallas,"Dallas, TX 75225 (North Dallas area)",NaN,NaN,"performing a key management and thought leadership role in the areas of advanced data techniques, including data modeling, relational and non-relational db..."
7147,research scientist senior - pediatric hematology-oncology,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,"reviews and analyzes resulting research data, revises techniques or approaches to work problems as indicated as necessary by research data...."
7148,"director, data architecture",Medecision,Dallas,"Dallas, TX 75225 (North Dallas area)",NaN,NaN,"performing a key management and thought leadership role in the areas of advanced data techniques, including data modeling, relational and non-relational db..."
7149,senior data scientist - big data,"J.C. Penney Corporation, Inc.",Dallas,"Plano, TX",NaN,NaN,senior data scientist – omnic hannel. we are looking for an experienced data scientist to join our digital platform team working on jcp.com and omni channel...
7150,applied statistical learning scientist,"Spectral MD, Inc.",Dallas,"Dallas, TX",NaN,NaN,stratification of study data based on clinical variables; analyze clinical study data to identify factors that influence diagnostic device effectiveness....
7151,senior research associate - children's research institute,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,compiles and evaluates research data; develops new or revised techniques and procedures based upon such data. we are seeking a highly skilled scientist who has...
7152,software engineer,Lucid IQ,Dallas,"Dallas, TX",NaN,NaN,casemanagerpro manages incredibly diverse data using an array of tools for millions of cases and claims. the vision was to optimize operations using case data...
7153,senior data scientist,Pioneer Natural Resources Company,Dallas,"Irving, TX",NaN,NaN,"as a senior data scientist, you will be responsible for developing advanced analytics to research and recommend the best approaches to solving technology and..."
7154,research enrollment analyst i oncology,Baylor Scott & White Health,Dallas,"Dallas, TX",NaN,NaN,the research enrollment analyst is responsible for enrolling participants in research projects and assisting the clinical research coordinator in
7155,program / service manager,Wunderman,Dallas,"Dallas, TX",NaN,NaN,"headquartered in new york, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets...."
7156,computational scientist- bioinformatics,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,"develop software and methods to explore, analyze and visualize biological data sets including genomic, imaging and protein structure data...."
7157,bi tools and analytics lead,"Ntelicor, L.P.",Dallas,"Dallas, TX 75240 (Far North area)",NaN,NaN,"data visualization experience. assist the data users, etl and customers with data quality and collect numerical information/present results...."
7158,visiting research scientist,Baylor Scott & White Health,Dallas,"Dallas, TX",NaN,NaN,the visiting scientist position is supervised. records the design and data obtained from the. intended to develop young scientists into independent...
7159,"data scientist, natural language processing",KPMG,Dallas,"Dallas, TX",NaN,NaN,"kpmg is currently seeking a data scientist to join our advanced data analytics team. experience with command-line scripting, data structures and algorithms and..."
7160,senior data scientist,Ally Financial Inc.,Dallas,"Lewisville, TX 75067",NaN,NaN,"the ideal candidate must be passionate about data science, predictive data mining and credit risk modeling, and can translate real-world business questions into..."
7161,manager of data science,Capital One,Dallas,"Plano, TX",NaN,NaN,"manager of data science. writing software to clean and investigate large, messy data sets of numerical and textual data...."
7162,senior analyst - clinical specialty research operations,Cardinal Health,Dallas,"Dallas, TX 75201 (City Center District area)",NaN,NaN,"analyze data and assist with basic statistical analysis. manage all aspects of data collection before, during, and after healthcare practitioner (hcp) meetings...."
7163,sr. scientist,ABBOTT LABORATORIES,Dallas,"Irving, TX 75038",NaN,NaN,"use technical data that interacts with multiple areas and processes. provides diverse, independent technical data and insight to support risk management..."
7164,"data scientist, administrator (226 days)",Dallas Independent School District,Dallas,"Dallas, TX",NaN,NaN,"over 20 years of relevant data management experience including architecting, designing and developing data management solutions, policies and standards...."
7165,sr. data analyst manager,Capital One,Dallas,"Plano, TX",NaN,NaN,"data analyst manager. senior manager, data analytics. with a network of hundreds of data analysts, quants, and data scientists, challenging projects with an eye..."
7166,software developer,Wunderman,Dallas,"Dallas, TX",NaN,NaN,"headquartered in new york, the agency brings together 7,000 creatives, data scientists, strategists and technologists in 175 offices in 60 markets...."
7167,junior research analyst - nutrition,2M Research Services,Dallas,"Arlington, TX 76011 (East area)",NaN,NaN,"a minimum of 3 years postgraduate experience in nutrition data collection, analysis, and interpretation is required...."
7168,statistical programmer,Santander Consumer USA,Dallas,"Dallas, TX",NaN,NaN,"demonstrated ability to use sql and sas to extract data from multiple data sources. actively participates in the development of data science tools to merge,..."
7169,research scientist - immunology,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,reviews and analyzes resulting research data. revises techniques or approaches to work problems as indicated necessary by research data....
7170,data scientist,OutMatch,Dallas,"Dallas, TX 75251 (North Dallas area)",NaN,NaN,"data mining using state-of-the-art methods. conducting data analyses using r and/or spss. does predictive analytics, research and data crunching excite you?..."
7171,data scientist,KPMG,Dallas,"Dallas, TX",NaN,NaN,"retrieve, process and prepare a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and..."
7172,data scientist,Pieces Technologies,Dallas,"Dallas, TX",NaN,NaN,"the responsibilities of the data scientist include the following:. responsible for data scoping, exploration, identification, extraction, cleaning, applying..."
7173,associate data scientist - machine learning,Walmart,Dallas,"Plano, TX 75086",NaN,NaN,"as one of the largest companies in the world, walmart data is a playground for data scientists. 1 year experience with big data analytics...."
7174,principle data scientist - new mexico,1st Solution USA,Dallas,"Dallas, TX",NaN,NaN,principle scientist - new mexico - full time. mentor & develop other scientists and assure the quality of work of that team....
7175,global analytics quality scientist,PepsiCo,Dallas,"Arlington, TX",NaN,NaN,ensure the generation of high quality analytical data in support of innovation and market sample analysis. technical expert for data review and interpretation...
7176,senior-big data software eng - big data,AT&T,Dallas,"Plano, TX",NaN,NaN,"interacts with data scientists and industry experts to understand how. uses big data programming languages and technology,...."
7177,lead data scientist,Themesoft Inc,Dallas,"Plano, TX",NaN,NaN,lead data scientist*. our client is looking for *lead data scientist for long term position at plano – texas.*....
7178,cyber security data scientist,Citi,Dallas,"Irving, TX",NaN,NaN,acd is looking for a cyber security data scientist to develop solutions to complex predictive analytic problems from multiple data sources available in the citi...
7179,account research analyst,Real Time Resolutions Inc.,Dallas,"Dallas, TX 75247 (Northwest Dallas area)",30000.0,annual,"review and record data from various online databases, client contacts, and internal departments in order to verify account information...."
7180,"sr. manager, product management – tech back innovation (garage)",Capital One,Dallas,"Plano, TX",NaN,NaN,"they lead teams of designers, engineers, data scientists and analysts to define product strategy, develop, launch, and enhance experiences that drive our..."
7181,scientific programmer i- bioinformatics,UT Southwestern Medical Center,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,"highly security strategy is required considering sensitive clinical data. experience with mvc framework, data api (sql, xml, web services, etc.)...."
7182,senior project manager- clinical scientist,ABBOTT LABORATORIES,Dallas,"Plano, TX",NaN,NaN,"evaluates clinical data in preparation of study summary reports for presentations, publications, and submissions...."
7183,field application scientist - texas,10x Genomics,Dallas,"Dallas, TX",NaN,NaN,"the field applications scientist is responsible for performing system usage trainings at customer sites, while providing experimental design, data analysis,..."
7184,professional-big data software eng - big data,AT&T,Dallas,"Plano, TX",NaN,NaN,"interacts with data scientists and industry experts to understand how. uses big data programming languages and technology,...."
7185,architect / tech lead - big data,"J.C. Penney Corporation, Inc.",Dallas,"Plano, TX",NaN,NaN,"partner with data scientists to build infrastructure for data mining and analytics,. expertise in data loading, data mining & analysis and building algorithms..."
7186,senior manufacturing technician,DRS Technologies,Dallas,"Dallas, TX",NaN,NaN,"attention to detail and excellent data collection and reporting skills. provides technical support to engineers and scientists on moderately complex components,..."
7187,lead data scientist,Themesoft Inc,Dallas,"Plano, TX",NaN,NaN,lead data scientist*. our client is looking for *lead data scientist for long term position at plano – texas.*....
7188,billing coordinator (architecture firm),"HKS, Inc.",Dallas,"Dallas, TX 75201 (City Center District area)",NaN,NaN,responsible for calculating charges from entered data and providing an initial review of data for accuracy of amounts and account numbers to project manager....
7189,clinical research program analyst,Parkland Hospital,Dallas,"Dallas, TX",NaN,NaN,"must be able to demonstrate computer skills to input and extract information using word processing, spread sheet, and data base software...."
7190,cryo-electron microscopist (research specialist),Howard Hughes Medical Institute,Dallas,"Dallas, TX 75390 (Northeast Dallas area)",NaN,NaN,"ensure high quality data acquisition on krios, and. we empower exceptional scientists and students to pursue fundamental questions about living systems, and..."
7191,architect / tech lead - big data,"J.C. Penney Corporation, Inc.",Dallas,"Plano, TX",NaN,NaN,"partner with data scientists to build infrastructure for data mining and analytics,. expertise in data loading, data mining & analysis and building algorithms..."
7192,business analyst,"SilverXis, Inc.",Dallas,"Irving, TX 75063",NaN,NaN,"must have experience gathering business requirements for advanced analytics teams (data engineers, data scientists) and building the necessary use cases...."
7193,ccb - risk-mortgage-data scientist/associate,JP Morgan Chase,Dallas,"Lewisville, TX 75067",NaN,NaN,"the candidate must have a sound understanding of data processing and reporting, as well as the tools used to access data and to produce reports...."
